Surrogate,generation,0,mu,100,lambda,25
	2481.0,1731.0,3566.0,0.1532,0.208669,186.0,35.0,2.0,0.0,fitness,(-0.12184137750912984),fitnesses,(0.0,1.1764273872490385,13360.565138162021,)
	2157.0,4548.0,1012.0,0.239058,0.094012,32.0,17.0,130.0,13.0,fitness,(0.000624657930044327),fitnesses,(0.0,0.024562011046019752,-37.90378195841294,)
	4347.0,2986.0,3882.0,0.234013,0.223491,13.0,138.0,131.0,27.0,fitness,(0.0005753498160404689),fitnesses,(0.0,1.0325081212066054,974.9731396025584,)
	3471.0,3353.0,1512.0,0.244504,0.22093,200.0,123.0,33.0,43.0,fitness,(0.0005489571871825525),fitnesses,(0.0,0.7289482080867403,674.052489368485,)
	2788.0,3043.0,2196.0,0.012063,0.090057,9.0,108.0,109.0,99.0,fitness,(0.0005025118669301663),fitnesses,(0.0,0.1820218231131021,131.77063642008548,)
	3225.0,2299.0,2925.0,0.247522,0.160708,166.0,173.0,23.0,35.0,fitness,(0.0004408065233531249),fitnesses,(0.0,1.1955087647741713,1151.4281124388588,)
	2501.0,4561.0,4820.0,0.108359,0.008463,161.0,88.0,185.0,30.0,fitness,(0.0004277314695922442),fitnesses,(0.0,0.5274036431475869,484.63049618836243,)
	4036.0,1034.0,143.0,0.038026,0.046507,18.0,192.0,133.0,33.0,fitness,(0.00035449583677607706),fitnesses,(0.0,1.1827380466829138,1147.288463005306,)
	4974.0,3593.0,678.0,0.083789,0.110496,156.0,170.0,68.0,98.0,fitness,(0.0003278542831585095),fitnesses,(0.0,0.9073208360283589,874.5354077125079,)
	4496.0,3454.0,1395.0,0.030524,0.021839,137.0,200.0,7.0,3.0,fitness,(0.00024209138353224746),fitnesses,(0.0,0.9169966919464168,892.787553593192,)
	839.0,4511.0,4822.0,0.141729,0.004044,191.0,200.0,172.0,72.0,fitness,(0.00020651659375148582),fitnesses,(0.0,0.838311112757541,817.6594533823924,)
	3584.0,1806.0,1430.0,0.162129,0.039487,19.0,159.0,199.0,58.0,fitness,(0.00018005500063411443),fitnesses,(0.0,1.0318022990196178,1013.7967989562063,)
	4464.0,3807.0,709.0,0.193515,0.016222,8.0,157.0,85.0,16.0,fitness,(0.00011361633521241032),fitnesses,(0.0,1.2166524476036784,1205.2908140824372,)
	2419.0,542.0,3516.0,0.054981,0.135661,123.0,191.0,135.0,96.0,fitness,(-5.160069436453696e-06),fitnesses,(0.0,0.7399815710788002,740.4975780224456,)
	1774.0,1554.0,2550.0,0.222334,0.040381,162.0,172.0,144.0,80.0,fitness,(-1.164840771086112e-05),fitnesses,(0.0,1.1233936921250143,1124.5585328961004,)
	4558.0,4480.0,3414.0,0.071444,0.10559,143.0,135.0,77.0,62.0,fitness,(-5.0021124398797606e-05),fitnesses,(0.0,0.6659398712317173,670.941983671597,)
	4477.0,1871.0,1300.0,0.182926,0.151455,176.0,157.0,29.0,5.0,fitness,(-7.746137840415786e-05),fitnesses,(0.0,0.7966520346535426,804.3981724939583,)
	2958.0,3736.0,95.0,0.035986,0.202243,148.0,141.0,11.0,54.0,fitness,(-0.00014332381037102733),fitnesses,(0.0,-0.13147650130385669,-117.14412026675394,)
	770.0,1436.0,723.0,0.084172,0.234562,124.0,179.0,166.0,87.0,fitness,(-0.0008386269565043196),fitnesses,(0.0,0.3982388946707568,482.1015903211887,)
	3898.0,1366.0,2920.0,0.189227,0.131188,170.0,8.0,133.0,48.0,fitness,(-0.0008392252138456971),fitnesses,(0.0,1.2943625795836067,1378.2851009681763,)
	5000.0,3521.0,3705.0,0.25,0.165473,20.0,200.0,12.0,8.0,fitness,(-0.0008619587967351461),fitnesses,(0.0,1.0119826068598345,1098.178486533349,)
	4844.0,4100.0,16.0,0.119421,0.25,179.0,200.0,200.0,0.0,fitness,(-0.0008753565166766137),fitnesses,(0.0,1.315640306425248,1403.1759580929092,)
	4623.0,3053.0,2407.0,0.118146,0.21371,143.0,198.0,25.0,25.0,fitness,(-0.001175037663545337),fitnesses,(0.0,0.822464286083019,939.9680524375527,)
	4881.0,5000.0,1068.0,0.12155,0.036062,154.0,41.0,186.0,94.0,fitness,(-0.0012355036110853913),fitnesses,(0.0,0.23561258013083652,359.16294123937564,)
	1019.0,4237.0,1130.0,0.129113,0.143097,167.0,18.0,131.0,79.0,fitness,(-0.001819282277354792),fitnesses,(0.0,0.2275803125888945,409.50854032437366,)
	4867.0,5000.0,2874.0,0.127078,0.055958,78.0,71.0,0.0,11.0,fitness,(-0.0019181461188715263),fitnesses,(0.0,0.2168608727301467,408.67548461729933,)
	688.0,4169.0,1458.0,0.045554,0.137095,71.0,174.0,170.0,32.0,fitness,(-0.0019439161631833151),fitnesses,(0.0,0.1546038293725322,348.9954456908637,)
	1893.0,3343.0,1502.0,0.248755,0.153988,99.0,122.0,123.0,31.0,fitness,(-0.0019632108283144387),fitnesses,(0.0,-0.029420258098469775,166.9008247329741,)
	1686.0,4200.0,4378.0,0.232624,0.08192,169.0,97.0,113.0,36.0,fitness,(-0.0019826495002881316),fitnesses,(0.0,-0.21823407075831935,-19.969120729506205,)
	634.0,3938.0,58.0,0.21189,0.16101,81.0,116.0,39.0,47.0,fitness,(-0.0024810436665088625),fitnesses,(0.0,-0.10625074656763689,141.85362008324938,)
	4969.0,2658.0,3050.0,0.112402,0.230457,80.0,174.0,144.0,70.0,fitness,(-0.0027096179078103036),fitnesses,(0.0,1.1049693116517176,1375.931102432748,)
	985.0,3406.0,4032.0,0.032537,0.182974,10.0,150.0,153.0,49.0,fitness,(-0.0027753466718980786),fitnesses,(0.0,-0.062290429674888674,215.24423751491915,)
	2677.0,2916.0,2837.0,0.06573,0.091818,12.0,150.0,97.0,53.0,fitness,(-0.003036874990954416),fitnesses,(0.0,0.14056559237557026,444.2530914710118,)
	1334.0,2896.0,706.0,0.25,0.124137,13.0,38.0,64.0,9.0,fitness,(-0.0031456043125589216),fitnesses,(0.0,-0.22803908520312605,86.52134605276612,)
	2821.0,3573.0,3022.0,0.070349,0.105173,166.0,167.0,148.0,64.0,fitness,(-0.0031692002881600527),fitnesses,(0.0,-0.030467964762540975,286.45206405346426,)
	4355.0,2961.0,434.0,0.224145,0.093224,67.0,186.0,190.0,20.0,fitness,(-0.0032310601880217744),fitnesses,(0.0,1.2359152314653772,1559.0212502675545,)
	601.0,4213.0,4196.0,0.046775,0.19266,85.0,55.0,99.0,34.0,fitness,(-0.00323976499092532),fitnesses,(0.0,-0.07909069865730949,244.88580043522248,)
	1636.0,3105.0,938.0,0.008016,0.018958,52.0,89.0,196.0,63.0,fitness,(-0.0033309499597303275),fitnesses,(0.0,-0.03638111656122482,296.7138794118079,)
	2081.0,4618.0,1357.0,0.185619,0.012716,85.0,157.0,117.0,81.0,fitness,(-0.003347744218475819),fitnesses,(0.0,0.22515658005296627,559.9310019005482,)
	1218.0,1367.0,1931.0,0.02216,0.248497,23.0,185.0,111.0,17.0,fitness,(-0.0033577898969110185),fitnesses,(0.0,0.10892270366944119,444.701693360543,)
	1099.0,3986.0,2714.0,0.205816,0.086468,121.0,170.0,61.0,7.0,fitness,(-0.0033638879575317937),fitnesses,(0.0,0.11946946727637037,455.85826302954973,)
Surrogate,generation,1
	1008.0,4102.0,4612.0,0.165957,0.033754,14.0,27.0,36.0,22.0,fitness,(1.0244715056202516),fitnesses,(1.0,4.223244528678511,1776.0939666533434,)
	513.0,356.0,2616.0,0.062063,0.009453,161.0,65.0,164.0,38.0,fitness,(1.0218639506259384),fitnesses,(1.0,3.0157770255932417,829.381962999402,)
	2695.0,1403.0,1259.0,0.117784,0.037326,168.0,82.0,70.0,86.0,fitness,(1.011569676009682),fitnesses,(1.0,1.2162612037113285,59.293602743116914,)
	1450.0,1155.0,2673.0,0.013013,0.128791,122.0,42.0,150.0,61.0,fitness,(1.0104139930378582),fitnesses,(1.0,1.6662404143959155,624.8411106100936,)
	2695.0,2619.0,1259.0,0.117784,0.037326,168.0,82.0,70.0,86.0,fitness,(1.0098000176783584),fitnesses,(1.0,0.5920621946544571,-387.93957318136654,)
	2844.0,1249.0,4360.0,0.101834,0.064217,75.0,44.0,123.0,57.0,fitness,(1.0086536784524325),fitnesses,(1.0,1.2636055794890382,398.2377342457823,)
	3547.0,2100.0,424.0,0.043974,0.013465,136.0,110.0,194.0,29.0,fitness,(1.0085681883435986),fitnesses,(1.0,1.1943408667644515,337.5220324045875,)
	176.0,2601.0,1109.0,0.036225,0.059065,152.0,156.0,143.0,75.0,fitness,(1.008364284792496),fitnesses,(1.0,0.9370248552285209,100.59637597891947,)
	839.0,4511.0,4822.0,0.141729,0.004044,191.0,114.0,172.0,72.0,fitness,(1.0065889444644756),fitnesses,(1.0,1.4666567099066945,807.7622634591437,)
	3649.0,2612.0,2475.0,0.130405,0.00525,197.0,124.0,186.0,66.0,fitness,(1.006238036559114),fitnesses,(1.0,1.3570485739952776,733.244918083895,)
	3739.0,660.0,1685.0,0.059819,0.023998,152.0,145.0,160.0,12.0,fitness,(1.006066598856451),fitnesses,(1.0,1.215984858968661,609.324973323563,)
	3325.0,1165.0,2405.0,0.161199,0.035436,185.0,57.0,119.0,68.0,fitness,(1.0053714150090964),fitnesses,(1.0,0.9410300529847211,403.88855207506515,)
	735.0,2729.0,4024.0,0.028231,0.015313,171.0,38.0,190.0,39.0,fitness,(1.0003854166592112),fitnesses,(1.0,2.1654475990340547,2126.9059331129424,)
	5000.0,1165.0,2405.0,0.25,0.035436,200.0,57.0,119.0,68.0,fitness,(0.9981405313458463),fitnesses,(1.0,1.0624502325235656,1248.3970979389262,)
	3246.0,191.0,3606.0,0.030148,0.018414,200.0,162.0,200.0,9.0,fitness,(0.9972913350619412),fitnesses,(1.0,1.0675307969662817,1338.3972907721657,)
	2495.0,282.0,4085.0,0.164904,0.024546,112.0,61.0,43.0,37.0,fitness,(0.9930788448993301),fitnesses,(1.0,0.9596505835554696,1651.7660936224624,)
	1488.0,604.0,5000.0,0.087279,0.157391,200.0,69.0,80.0,11.0,fitness,(0.9917468596643733),fitnesses,(1.0,1.1785706914405087,2003.8847250031863,)
	2495.0,282.0,4085.0,0.25,0.024546,200.0,61.0,43.0,37.0,fitness,(0.98781764096454),fitnesses,(1.0,1.1726476869018243,2390.883590447823,)
	206.0,2115.0,5000.0,0.168973,0.050954,167.0,99.0,42.0,1.0,fitness,(0.9867003008891776),fitnesses,(1.0,1.1658446024277465,2495.8145135099876,)
	5000.0,91.0,1462.0,0.25,0.094433,200.0,107.0,16.0,3.0,fitness,(0.9848531535859557),fitnesses,(1.0,1.0152691131630203,2529.953754567456,)
	385.0,2022.0,2657.0,0.145276,0.027487,186.0,34.0,26.0,8.0,fitness,(0.9684018717707379),fitnesses,(1.0,1.9557612400553888,5115.574062981604,)
	1340.0,901.0,4795.0,0.064373,0.109925,172.0,52.0,38.0,4.0,fitness,(0.966303422611315),fitnesses,(1.0,1.3644583680352997,4734.1161069037935,)
	4068.0,2702.0,2200.0,0.127133,0.057422,91.0,2.0,6.0,2.0,fitness,(0.9343807277307001),fitnesses,(1.0,3.6571866041790315,10219.113831109025,)
	4349.0,2883.0,2571.0,0.194916,0.079304,60.0,0.0,200.0,21.0,fitness,(0.014888553372060014),fitnesses,(0.0,1.6929214439388007,204.06610673279926,)
	3516.0,858.0,2455.0,0.067302,0.150643,59.0,93.0,22.0,67.0,fitness,(0.01265932936169782),fitnesses,(0.0,0.9448297918406081,-321.10314432917374,)
	4349.0,2883.0,2571.0,0.194916,0.079304,60.0,0.0,111.0,21.0,fitness,(0.011963987543619912),fitnesses,(0.0,1.7584138595616565,562.0151051996654,)
	5000.0,4302.0,1277.0,0.02714,0.097153,162.0,84.0,70.0,2.0,fitness,(0.011037176337470688),fitnesses,(0.0,1.0142069216176717,-89.51071212939699,)
	2477.0,1968.0,2959.0,0.094773,0.068561,60.0,88.0,108.0,18.0,fitness,(0.01086109242864554),fitnesses,(0.0,1.2152280197333136,129.11877686875974,)
	4211.0,3435.0,1354.0,0.080894,0.079507,164.0,40.0,181.0,97.0,fitness,(0.01003308988768496),fitnesses,(0.0,1.1115633452800153,108.2543565115193,)
	839.0,4511.0,4822.0,0.141729,0.004044,191.0,114.0,200.0,72.0,fitness,(0.009910070261660114),fitnesses,(0.0,1.690239803410236,699.2327772442245,)
	3003.0,2873.0,1671.0,0.04523,0.131782,188.0,53.0,111.0,10.0,fitness,(0.009415925216526658),fitnesses,(0.0,0.9877009907538284,46.10846910116271,)
	4358.0,869.0,4679.0,0.180312,0.152072,12.0,69.0,63.0,95.0,fitness,(0.009280500819374109),fitnesses,(0.0,0.9995422061344982,71.49212419708729,)
	3423.0,3309.0,4135.0,0.144994,0.187693,31.0,52.0,170.0,59.0,fitness,(0.009255443107447232),fitnesses,(0.0,1.013687259553968,88.14294880924497,)
	2976.0,1562.0,525.0,0.010265,0.072903,130.0,129.0,71.0,73.0,fitness,(0.009016028932513761),fitnesses,(0.0,0.8560136482168657,-45.589245034510434,)
	1404.0,5000.0,3901.0,0.009877,0.190655,11.0,103.0,72.0,6.0,fitness,(0.008998834351259515),fitnesses,(0.0,0.4854356525878627,-414.4477825380887,)
	4758.0,4089.0,3404.0,0.111033,0.160481,133.0,25.0,102.0,12.0,fitness,(0.008783108327572979),fitnesses,(0.0,1.0354234064673888,157.11257371009086,)
	4136.0,61.0,105.0,0.007572,0.201397,9.0,15.0,111.0,4.0,fitness,(0.008563738503759872),fitnesses,(0.0,0.9699471021050349,113.5732517290477,)
	3758.0,4311.0,890.0,0.01562,0.134737,145.0,90.0,43.0,77.0,fitness,(0.008526977252878645),fitnesses,(0.0,0.02767193838409467,-825.0257869037697,)
	176.0,2601.0,1109.0,0.036225,0.059065,152.0,200.0,143.0,75.0,fitness,(0.008411807200285823),fitnesses,(0.0,0.9709942039044961,129.81348387591382,)
	2967.0,4913.0,3558.0,0.177565,0.047343,104.0,64.0,59.0,26.0,fitness,(0.007675275686668759),fitnesses,(0.0,0.17790327444624815,-589.6242942206277,)
	1406.0,1018.0,3670.0,0.246346,0.25,110.0,20.0,186.0,55.0,fitness,(0.007457307199099917),fitnesses,(0.0,1.6985783535955739,952.8476336855821,)
	4881.0,3349.0,490.0,0.12155,0.036062,79.0,41.0,186.0,94.0,fitness,(0.007404610115923548),fitnesses,(0.0,1.2333112776329178,492.85026604056293,)
	4191.0,3120.0,3611.0,0.017255,0.246591,36.0,132.0,40.0,44.0,fitness,(0.007201636065884672),fitnesses,(0.0,1.0943868888971278,374.22328230866054,)
	3917.0,1816.0,4240.0,0.176606,0.176314,140.0,34.0,200.0,4.0,fitness,(0.007050390681185318),fitnesses,(0.0,1.3678588272010905,662.8197590825587,)
	1406.0,1018.0,3670.0,0.246346,0.235147,110.0,20.0,186.0,55.0,fitness,(0.006900923523216229),fitnesses,(0.0,1.6162444529182418,926.1521005966189,)
	2358.0,1546.0,2497.0,0.244185,0.212547,102.0,100.0,98.0,60.0,fitness,(0.006570505077270591),fitnesses,(0.0,1.1389495625289403,481.89905480188116,)
	4930.0,3883.0,1673.0,0.121203,0.108853,140.0,45.0,38.0,7.0,fitness,(0.0061978579933150745),fitnesses,(0.0,0.9588654837537732,339.07968442226576,)
	4349.0,432.0,3358.0,0.01563,0.135038,56.0,94.0,150.0,24.0,fitness,(0.005829917876981691),fitnesses,(0.0,0.9491403975179967,366.1486098198275,)
	4512.0,2259.0,4327.0,0.25,0.097611,180.0,106.0,77.0,8.0,fitness,(0.005561603175661037),fitnesses,(0.0,1.1007141508865055,544.5538333204018,)
	3472.0,5000.0,4381.0,0.064341,0.06718108491006922,50.0,22.0,84.0,10.0,fitness,(0.00522807279092195),fitnesses,(0.0,0.2934294826471764,-229.37779644501862,)
	3607.0,3740.0,3683.0,0.072954,0.216232,157.0,79.0,43.0,90.0,fitness,(0.005056712573349137),fitnesses,(0.0,0.012285005272178365,-493.3862520627353,)
	4068.0,3044.0,3522.0,0.159105,0.249445,119.0,62.0,114.0,76.0,fitness,(0.0047103514674810155),fitnesses,(0.0,0.8635320424292489,392.49689568114724,)
	2673.0,2705.0,2393.0,0.094945,0.069101,40.0,74.0,58.0,15.0,fitness,(0.0046628802225128696),fitnesses,(0.0,0.682666789244307,216.3787669930201,)
	1108.0,1120.0,2801.0,0.004777,0.237314,132.0,106.0,140.0,84.0,fitness,(0.004469093889639174),fitnesses,(0.0,1.1888502826104235,741.9408936465061,)
	1268.0,2735.0,4025.0,0.12332,0.158259,84.0,32.0,139.0,45.0,fitness,(0.003604605571240322),fitnesses,(0.0,0.9205612381738797,560.1006810498475,)
	2587.0,1287.0,3272.0,0.09691,0.212015,141.0,163.0,89.0,1.0,fitness,(0.00325167241325831),fitnesses,(0.0,0.8534184616968327,528.2512203710016,)
	1229.0,4504.0,830.0,0.166417,0.200459,42.0,5.0,165.0,23.0,fitness,(0.0029703673068635747),fitnesses,(0.0,0.5726793645685718,275.64263388221434,)
	3303.0,705.0,667.0,0.190288,0.160907,6.0,187.0,93.0,78.0,fitness,(0.0027824148298339502),fitnesses,(0.0,1.0811074652837251,802.8659823003301,)
	3813.0,555.0,1115.0,0.057704127223346044,0.010911,76.0,181.0,195.0,15.0,fitness,(0.002746030073520188),fitnesses,(0.0,1.1501324075833657,875.5294002313468,)
	3584.0,1806.0,3188.0,0.162129,0.039487,19.0,159.0,199.0,58.0,fitness,(0.0025929545456662446),fitnesses,(0.0,1.0067526519562577,747.4571973896332,)
	341.0,1172.0,4215.0,0.069752,0.103562,153.0,170.0,186.0,40.0,fitness,(0.002457138395540768),fitnesses,(0.0,0.9487184674064866,703.0046278524097,)
	4207.0,2581.0,4927.0,0.06582,0.242623,105.0,73.0,193.0,28.0,fitness,(0.002345464645947706),fitnesses,(0.0,0.9019301247915229,667.3836601967522,)
	4941.0,1028.0,1517.0,0.069787,0.238744,125.0,116.0,118.0,42.0,fitness,(0.0021471932642141605),fitnesses,(0.0,0.9758859271901749,761.1666007687588,)
	1312.0,3868.0,5000.0,0.035024,0.164558,16.0,66.0,50.0,13.0,fitness,(0.0020958448207877714),fitnesses,(0.0,0.14909862817162223,-60.485853907154926,)
	2937.0,3710.0,135.0,0.132784,0.230485,117.0,71.0,200.0,1.0,fitness,(0.001961906157178507),fitnesses,(0.0,0.3529714513873615,156.78083566951082,)
	3471.0,3353.0,1512.0,0.244504,0.22093,125.0,123.0,33.0,43.0,fitness,(0.0016383397838545394),fitnesses,(0.0,0.7181945732611,554.3605948756461,)
	806.0,986.0,3614.0,0.014748,0.157798,136.0,155.0,91.0,56.0,fitness,(0.001470101896514515),fitnesses,(0.0,0.9467100018850304,799.6998122335789,)
	2236.0,2260.0,3612.0,0.149491,0.158374,78.0,165.0,88.0,52.0,fitness,(0.0012932769427028206),fitnesses,(0.0,0.5149918868419405,385.6641925716585,)
	2276.0,4895.0,1341.0,0.234709,0.210825,9.0,111.0,189.0,74.0,fitness,(0.0012778628334365668),fitnesses,(0.0,0.291752285354196,163.96600201053934,)
	3614.0,3242.0,3721.0,0.116595,0.039068,84.0,197.0,77.0,89.0,fitness,(0.0012568323471669179),fitnesses,(0.0,0.8889907444297271,763.3075097130353,)
	367.0,2601.0,2438.0,0.07120474697900162,0.11933667013631268,152.0,200.0,200.0,75.0,fitness,(0.0011205480408074263),fitnesses,(0.0,0.3620276876280163,249.97288354727365,)
	2419.0,950.0,3516.0,0.054981,0.135661,123.0,191.0,135.0,96.0,fitness,(0.001014273855096233),fitnesses,(0.0,0.7487709973223959,647.3436118127726,)
	2919.0,4560.0,811.0,0.167032,0.188791,133.0,114.0,13.0,46.0,fitness,(0.0009961658560857943),fitnesses,(0.0,0.08356413950984636,-16.05244609873308,)
	3584.0,1812.0,457.0,0.094097,0.083217,33.0,172.0,138.0,82.0,fitness,(0.0009646146789045375),fitnesses,(0.0,1.1275331145860061,1031.0716466955523,)
	4496.0,3454.0,1395.0,0.030524,0.021839,137.0,180.0,7.0,3.0,fitness,(0.0008953080744860068),fitnesses,(0.0,0.9129799038426999,823.4490963940991,)
	2157.0,4548.0,1012.0,0.239058,0.094012,32.0,17.0,130.0,13.0,fitness,(0.000624657930044327),fitnesses,(0.0,0.024562011046019752,-37.90378195841294,)
	4347.0,2986.0,3882.0,0.234013,0.223491,13.0,138.0,131.0,27.0,fitness,(0.0005753498160404689),fitnesses,(0.0,1.0325081212066054,974.9731396025584,)
	3471.0,3353.0,1512.0,0.244504,0.22093,200.0,123.0,33.0,43.0,fitness,(0.0005489571871825525),fitnesses,(0.0,0.7289482080867403,674.052489368485,)
	2788.0,3043.0,2196.0,0.012063,0.090057,9.0,108.0,109.0,99.0,fitness,(0.0005025118669301663),fitnesses,(0.0,0.1820218231131021,131.77063642008548,)
	3225.0,2299.0,2925.0,0.247522,0.160708,166.0,173.0,23.0,35.0,fitness,(0.0004408065233531249),fitnesses,(0.0,1.1955087647741713,1151.4281124388588,)
	2501.0,4561.0,4820.0,0.108359,0.008463,161.0,88.0,185.0,30.0,fitness,(0.0004277314695922442),fitnesses,(0.0,0.5274036431475869,484.63049618836243,)
	4036.0,1034.0,143.0,0.038026,0.046507,18.0,192.0,133.0,33.0,fitness,(0.00035449583677607706),fitnesses,(0.0,1.1827380466829138,1147.288463005306,)
	4974.0,3593.0,678.0,0.083789,0.110496,156.0,170.0,68.0,98.0,fitness,(0.0003278542831585095),fitnesses,(0.0,0.9073208360283589,874.5354077125079,)
	4496.0,3454.0,1395.0,0.030524,0.021839,137.0,200.0,7.0,3.0,fitness,(0.00024209138353224746),fitnesses,(0.0,0.9169966919464168,892.787553593192,)
	839.0,4511.0,4822.0,0.141729,0.004044,191.0,200.0,172.0,72.0,fitness,(0.00020651659375148582),fitnesses,(0.0,0.838311112757541,817.6594533823924,)
	3584.0,1806.0,1430.0,0.162129,0.039487,19.0,159.0,199.0,58.0,fitness,(0.00018005500063411443),fitnesses,(0.0,1.0318022990196178,1013.7967989562063,)
	5000.0,4145.0,4098.0,0.105434,0.10107,143.0,198.0,170.0,5.0,fitness,(0.00013932947695468288),fitnesses,(0.0,0.9477095118768427,933.7765641813743,)
	4464.0,3807.0,709.0,0.193515,0.016222,8.0,157.0,85.0,16.0,fitness,(0.00011361633521241032),fitnesses,(0.0,1.2166524476036784,1205.2908140824372,)
	2419.0,542.0,3516.0,0.054981,0.135661,123.0,191.0,135.0,96.0,fitness,(-5.160069436453696e-06),fitnesses,(0.0,0.7399815710788002,740.4975780224456,)
	1774.0,1554.0,2550.0,0.222334,0.040381,162.0,172.0,144.0,80.0,fitness,(-1.164840771086112e-05),fitnesses,(0.0,1.1233936921250143,1124.5585328961004,)
	4558.0,4480.0,3414.0,0.071444,0.10559,143.0,135.0,77.0,62.0,fitness,(-5.0021124398797606e-05),fitnesses,(0.0,0.6659398712317173,670.941983671597,)
	4477.0,1871.0,1300.0,0.182926,0.151455,176.0,157.0,29.0,5.0,fitness,(-7.746137840415786e-05),fitnesses,(0.0,0.7966520346535426,804.3981724939583,)
	2958.0,3736.0,95.0,0.035986,0.202243,148.0,141.0,11.0,54.0,fitness,(-0.00014332381037102733),fitnesses,(0.0,-0.13147650130385669,-117.14412026675394,)
	4477.0,1871.0,1300.0,0.182926,0.25,200.0,157.0,29.0,5.0,fitness,(-0.0007558738348331043),fitnesses,(0.0,0.8091588511801986,884.746234663509,)
	770.0,1436.0,723.0,0.084172,0.234562,124.0,179.0,166.0,87.0,fitness,(-0.0008386269565043196),fitnesses,(0.0,0.3982388946707568,482.1015903211887,)
	3898.0,1366.0,2920.0,0.189227,0.131188,170.0,8.0,133.0,48.0,fitness,(-0.0008392252138456971),fitnesses,(0.0,1.2943625795836067,1378.2851009681763,)
	5000.0,3521.0,3705.0,0.25,0.165473,20.0,200.0,12.0,8.0,fitness,(-0.0008619587967351461),fitnesses,(0.0,1.0119826068598345,1098.178486533349,)
	4844.0,4100.0,16.0,0.119421,0.25,179.0,200.0,200.0,0.0,fitness,(-0.0008753565166766137),fitnesses,(0.0,1.315640306425248,1403.1759580929092,)
	4623.0,3053.0,2407.0,0.118146,0.21371,143.0,198.0,25.0,25.0,fitness,(-0.001175037663545337),fitnesses,(0.0,0.822464286083019,939.9680524375527,)
	4881.0,5000.0,1068.0,0.12155,0.036062,154.0,41.0,186.0,94.0,fitness,(-0.0012355036110853913),fitnesses,(0.0,0.23561258013083652,359.16294123937564,)
Surrogate,generation,2
	1008.0,4102.0,4612.0,0.165957,0.033754,14.0,27.0,36.0,22.0,fitness,(1.0244715056202516),fitnesses,(1.0,4.223244528678511,1776.0939666533434,)
	513.0,356.0,2616.0,0.062063,0.009453,161.0,65.0,164.0,38.0,fitness,(1.0218639506259384),fitnesses,(1.0,3.0157770255932417,829.381962999402,)
	2695.0,1403.0,1259.0,0.117784,0.037326,168.0,82.0,70.0,86.0,fitness,(1.011569676009682),fitnesses,(1.0,1.2162612037113285,59.293602743116914,)
	1450.0,1155.0,2673.0,0.013013,0.128791,122.0,42.0,150.0,61.0,fitness,(1.0104139930378582),fitnesses,(1.0,1.6662404143959155,624.8411106100936,)
	2695.0,2619.0,1259.0,0.117784,0.037326,168.0,82.0,70.0,86.0,fitness,(1.0098000176783584),fitnesses,(1.0,0.5920621946544571,-387.93957318136654,)
	2844.0,1249.0,4360.0,0.101834,0.064217,75.0,44.0,123.0,57.0,fitness,(1.0086536784524325),fitnesses,(1.0,1.2636055794890382,398.2377342457823,)
	3547.0,2100.0,424.0,0.043974,0.013465,136.0,110.0,194.0,29.0,fitness,(1.0085681883435986),fitnesses,(1.0,1.1943408667644515,337.5220324045875,)
